JAN,在庫数,薬品名,棚番
4987086390682,548.8,ポリスチレンスルホン酸Ｃａ顆粒８９．２９％分包５．６ｇ「三和」(分包5.6ｇ),クラシエ漢方棚
4987080134275,9,ホリナート錠２５ｍｇ「サワイ」(PTP1錠),抗癌剤２
4987443328952,7,ボルタレンテープ３０ｍｇ　１０ｃｍ×１４ｃｍ(枚7枚),湿布棚２
4987443328877,200,ボルタレンゲル１％(ﾁｭｰﾌﾞ25ｇ),外用下､25g/本
4987443623200,20,ボルタレンサポ１２．５ｍｇ(組5個),冷蔵庫上
4987443623231,204,ボルタレンサポ２５ｍｇ(組5個),冷蔵庫上
4987443240711,46,ボルタレンサポ５０ｍｇ(組5個),冷蔵庫う
4987443328761,101,ボルタレン錠２５ｍｇ(PTP1錠),茶劇
4987443316621,100,ボルタレンローション１％(本50ｇ),外用下､50g/本
4987114223708,100,ポンタールカプセル２５０ｍｇ(PTP1Ｃ),茶
4987306014565,9,ボンビバ錠１００ｍｇ(患者用PK1錠),下劇
4987699057705,294.83,マーズレンＳ配合顆粒(分包0.67ｇ),分包棚５－３､0.67g
4987699057606,28,マーズレンＳ配合顆粒(分包0.5ｇ),不動在庫､0.5g
4987213109712,230,マーデュオックス軟膏(ﾁｭｰﾌﾞ10ｇ),外用下劇､10g
4987199050824,373.2,マーロックス懸濁用配合顆粒(分包1.2ｇ),分包棚5-1､1.2g/包
,168,BDマイクロファインプラス32Gｘ6mm(ﾊﾞﾗ1本),分包棚３､6mm
4987555401901,126,BDマイクロファインプラス３２GX４ｍｍ(ﾊﾞﾗ1本),､4mm
4987341108366,0,マイコスポールクリーム１％(ﾁｭｰﾌﾞ10ｇ),外用下､10g/本
4987233131762,273,マイスリー錠５ｍｇ(PTP1錠),茶向30
4987123146951,10,人工涙液マイティア点眼液　５ｍＬ(瓶1瓶),下点眼､5ml/本
4987732010162,10,マグミット錠２００ｍｇ(PTP1錠),下
4987173084203,50,マグミット錠５００ｍｇ(PTP1錠),不動在庫
4987211160210,0,０．１ｗ／ｖ％マスキン水　０．１％(ﾊﾞﾗ1mL),在庫なし
4987211160302,410,０．０５Ｗ／Ｖ％マスキン水　０．０５％(ﾊﾞﾗ1mL),未廃棄箱
4987925118866,291,マドパー配合錠(PTP1錠),茶､PTP/ﾊﾞﾗ
4987051276331,18,マリゼブ錠２５ｍｇ(患者用PK1錠),下
4987142262137,1,ミオコールスプレー０．３ｍｇ　０．６５％７．２ｇ(缶1缶),外用下劇
4987028233220,108,ミオナール錠５０ｍｇ(PTP1錠),茶
4987084162144,1,ミオピン点眼液　５ｍＬ(瓶1瓶),下点眼袋､5ml/本
4987413590518,232,ミカムロ配合錠ＡＰ(PTP1錠),茶劇
4987413590617,0,ミカムロ配合錠ＢＰ(PTP1錠),下劇
4987413660525,211,ミカルディス錠２０ｍｇ(PTP1錠),茶
4987413660624,342,ミカルディス錠４０ｍｇ(PTP1錠),茶
4987114940803,181,ミグシス錠５ｍｇ(PTP1錠),下
4987080135210,133,ミグリトールＯＤ錠２５ｍｇ「サワイ」(PTP1錠),下
4987080136217,585,ミグリトールＯＤ錠５０ｍｇ「サワイ」(PTP1錠),茶
4987080137214,161,ミグリトールＯＤ錠７５ｍｇ「サワイ」(PTP1錠),茶
4987035362418,5,ミケランＬＡ点眼液２％(本2.5mL),茶点眼､2.5ml/本
4987035359814,0,ミケランＬＡカプセル１５ｍｇ(PTP1Ｃ),不動在庫
4987035358015,93,ミケラン錠５ｍｇ(PTP1錠),下
4987035177326,35,ミケルナ配合点眼液(本2.5mL),茶点眼､2.5ml/本
4987114050106,22,ミコブティンカプセル１５０ｍｇ(ﾊﾞﾗ1Ｃ),バラ錠置き場
4987413670517,13,ミコンビ配合錠ＡＰ(PTP1錠),下
4987413670616,120,ミコンビ配合錠ＢＰ(PTP1錠),下
4987080657019,205,ミゾリビン錠５０ｍｇ「サワイ」(PTP1錠),下
4987086651509,275,ミチグリニドＣａ・ＯＤ錠５ｍｇ「三和」(PTP1錠),下
4987086651578,298,ミチグリニドＣａ・ＯＤ錠１０ｍｇ「三和」(PTP1錠),茶
4987158290247,0,ミティキュアダニ舌下錠１００００ＪＡＵ(ﾌﾞﾘｽﾀｰ1錠),下
4987084162243,5,ミドリンＭ点眼液０．４％(本5mL),下点眼袋､5ml/本
4987084162328,5,ミドリンＰ点眼液(本5mL),下点眼袋､5ml/本
4987081108350,179.5,ミネブロ錠２．５ｍｇ(PTP1錠),下
4987081108558,12,ミネブロ錠５ｍｇ(PTP1錠),下
4987155042108,28,ミノサイクリン塩酸塩錠５０ｍｇ「トーワ」(PTP1錠),下袋
4987080034315,42,ミノサイクリン塩酸塩錠１００ｍｇ「サワイ」(PTP1錠),下
4987376039802,12,ミノドロン酸錠５０ｍｇ「日医工」(患者用PK1錠),茶劇
4987114075000,0,ミノマイシンカプセル１００ｍｇ(PTP1Ｃ),下
4987312121332,1121.2,ミヤＢＭ細粒(分包1ｇ),分包棚､5-1
4987312126641,757,ミヤＢＭ錠(PTP1錠),茶
4987312121448,1114,ミヤＢＭ錠(ﾊﾞﾗ1錠),カセット､バラ
4987413750219,79,ミラペックスＬＡ錠１．５ｍｇ(PTP1錠),下劇
4987170006482,306,ミリステープ５ｍｇ　４．０５ｃｍ×４．５０ｃｍ(枚1枚),外用下劇
4987222000017,159,ミルタザピン錠１５ｍｇ「明治」(PTP1錠),下劇
4987081100453,7,ミルタックスパップ３０ｍｇ　１０ｃｍ×１４ｃｍ(枚7枚),湿布棚３
4987199323614,1,ムコサール錠１５ｍｇ(PTP1錠),下
4987199323638,100.533,ムコサールドライシロップ１．５％(ﾊﾞﾗ1ｇ),散剤棚
4987035184614,772,ムコスタ錠１００ｍｇ(PTP1錠),茶､PTP/ﾊﾞﾗ
4987035515616,516,ムコスタ点眼液ＵＤ２％　０．３５ｍＬ(本1本),分包棚３
4987294222737,51,ムコソルバンＬ錠４５ｍｇ(PTP1錠),下
4987060003737,450,ムコダインシロップ５％(ﾊﾞﾗ1mL),""
4987060005342,219,ムコダイン錠２５０ｍｇ(PTP1錠),茶
4987060004802,83,ムコダイン錠５００ｍｇ(PTP1錠),茶
4987222664486,110,メイアクトＭＳ錠１００ｍｇ(PTP1錠),茶
4987222689250,100,メイアクトＭＳ小児用細粒１０％　１００ｍｇ(ﾊﾞﾗ1ｇ),散剤棚４
4987222742290,196,メイラックス錠１ｍｇ(PTP1錠),茶向３０
4987128020331,172,メインテート錠０．６２５ｍｇ(PTP1錠),茶
4987128148127,353.5,メインテート錠２．５ｍｇ(PTP1錠),茶
4987128115372,123,メインテート錠５ｍｇ(PTP1錠),下
4987925621519,169,メキシチールカプセル５０ｍｇ(PTP1Ｃ),下劇
4987080033813,305,メキシレチン塩酸塩カプセル５０ｍｇ「サワイ」(PTP1Ｃ),茶劇
4987080033912,108,メキシレチン塩酸塩カプセル１００ｍｇ「サワイ」(PTP1Ｃ),下劇
4987080303510,90,メキタジン錠３ｍｇ「サワイ」(PTP1錠),下
4987080400110,30,メサラジン腸溶錠４００ｍｇ「サワイ」(PTP1錠),下
4987087003208,222,メジコン錠１５ｍｇ(PTP1錠),茶､PTP/ﾊﾞﾗ
4987058600306,39,メスチノン錠６０ｍｇ(SP1錠),茶劇
4987028266235,225,メチコバール細粒０．１％　５００ｍｇ(分包1包),散剤引出し２
4987028266365,120,メチコバール錠２５０μｇ　０．２５ｍｇ(PTP1錠),下
4987028266563,2779,メチコバール錠５００μｇ　０．５ｍｇ(PTP1錠),茶､PTP
4987028266518,437,メチコバール錠５００μｇ　０．５ｍｇ(ﾊﾞﾗ1錠),カセット､バラ
4987086410670,336,メトアナ配合錠ＨＤ(PTP1錠),茶劇
4987086410755,266,メトアナ配合錠ＬＤ(PTP1錠),下劇
4987116530002,1882,メトグルコ錠２５０ｍｇ(PTP1錠),茶劇､PTP
4987116530019,926,メトグルコ錠２５０ｍｇ(ﾊﾞﾗ1錠),カセット､バラ
4987123873123,317,メトクロプラミド錠５ｍｇ「ＮＩＧ」(PTP1錠),茶
4987155139198,116,メトトレキサート錠２ｍｇ「トーワ」(患者用PK1錠),茶劇
4987142311217,1230,メトホルミン塩酸塩錠５００ｍｇＭＴ「ＴＥ」(PTP1錠),茶劇
4987306065932,212,メトリジンＤ錠２ｍｇ(PTP1錠),茶
4987114814807,25,メドロール錠４ｍｇ(SP1錠),下
4987431121237,152,メドロキシプロゲステロン酢酸エステル錠２００ｍｇ「Ｆ」(PTP1錠),抗癌剤３
4987476111514,232,メナテトレノンカプセル１５ｍｇ「ＹＤ」(PTP1Ｃ),茶
4987954807809,0,メネシット配合錠１００(PTP1錠),､PTP/ﾊﾞﾗ
4987081415328,97,メバロチン錠５　５ｍｇ(PTP1錠),茶
4987081415908,223,メバロチン錠１０　１０ｍｇ(PTP1錠),茶､PTP/ﾊﾞﾗ
4987035510611,3,メプチンエアー１０μｇ吸入１００回　０．０１４３％５ｍＬ(ｷｯﾄ1ｷｯﾄ),下吸入
4987035367116,9,メプチン錠５０μｇ　０．０５ｍｇ(PTP1錠),カセット､バラ
4987035548515,1,メプチンスイングヘラー１０μｇ吸入１００回　１ｍｇ(ｷｯﾄ1ｷｯﾄ),下吸入
4987035377405,0,メプチンドライシロップ０．００５％(ﾊﾞﾗ1ｇ),在庫なし
4987081102907,2,メマリーＯＤ錠５ｍｇ(PTP1錠),茶劇
4987081102938,28,メマリーＯＤ錠１０ｍｇ(PTP1錠),茶劇
4987081102976,18,メマリーＯＤ錠２０ｍｇ(PTP1錠),下劇
4987080184171,0,メマンチン塩酸塩ＯＤ錠５ｍｇ「サワイ」(PTP1錠),下劇
4987222000505,16,メマンチン塩酸塩ＯＤ錠１０ｍｇ「明治」(PTP1錠),茶劇
4987080123170,92,メマンチン塩酸塩ＯＤ錠２０ｍｇ「サワイ」(PTP1錠),茶劇
4987846114015,98.5,メラトベル顆粒小児用０．２％(ﾊﾞﾗ1ｇ),散剤引出し
4987028253358,356,メリスロン錠６ｍｇ(PTP1錠),茶､PTP
4987028253365,311,メリスロン錠６ｍｇ(ﾊﾞﾗ1錠),カセット､バラ
4987123158831,346,メルカゾール錠５ｍｇ(PTP1錠),茶
4987190030603,89,メロキシカム錠１０ｍｇ「ＮＰ」(PTP1錠),下劇
4987188412077,252,モーラステープ２０ｍｇ　７ｃｍ×１０ｃｍ(枚7枚),湿布棚
4987188412176,910,モーラステープＬ４０ｍｇ　１０ｃｍ×１４ｃｍ(枚7枚),湿布棚
4987188411070,126,モーラスパップ３０ｍｇ　１０ｃｍ×１４ｃｍ(枚7枚),湿布棚
4987188411179,154,モーラスパップ６０ｍｇ　２０ｃｍ×１４ｃｍ(枚7枚),湿布棚３
4987188407004,399,モーラスパップＸＲ１２０ｍｇ　１０ｃｍ×１４ｃｍ(枚7枚),湿布棚３
4987188407035,56,モーラスパップＸＲ２４０ｍｇ　２０ｃｍ×１４ｃｍ(枚7枚),湿布棚３
4987421226218,30,モキシフロキサシン点眼液０．５％「日点」(本5mL),下､5ml/本
4987123155786,612,モサプリドクエン酸塩錠５ｍｇ「ＡＡ」(PTP1錠),茶､PTP
4987123155816,580,モサプリドクエン酸塩錠５ｍｇ「ＡＡ」(ﾊﾞﾗ1錠),カセット､ﾊﾞﾗ
4987136117771,2040,モニラック・シロップ６５％(分包10mL),分包棚４､10ml/包
4987224143460,130,モビコール配合内用剤ＨＤ　１３．７０４６ｇ(分包1包),分包棚､5-4
4987224143521,316,モビコール配合内用剤ＬＤ　６．８５２３ｇ(分包1包),分包棚､5-4
4987060308023,12,モメタゾン点鼻液５０μｇ「杏林」５６噴霧用　５ｍｇ１０ｇ(瓶1瓶),下点鼻
4987376664004,80,モメタゾンフランカルボン酸エステル軟膏０．１％「ＭＹＫ」(ﾁｭｰﾌﾞ5ｇ),外用下劇､5g/本
4987376664028,155,モメタゾンフランカルボン酸エステル軟膏０．１％「ＭＹＫ」(ﾊﾞﾗ1ｇ),軟膏棚
4987376664202,80,モメタゾンフランカルボン酸エステルローション０．１％「ＭＹＫ」(本10ｇ),外用下劇､10g/本
4987060307200,52,モンテルカスト錠５ｍｇ「ＫＭ」(PTP1錠),下
4987081186150,356,モンテルカスト錠１０ｍｇ「ＤＳＥＰ」(PTP1錠),茶
4987190087300,5,モンテルカスト細粒４ｍｇ「ニプロ」(ｽﾃｨｯｸ包1包),散剤引出し２
4987080139270,18,モンテルカストチュアブル錠５ｍｇ「サワイ」(PTP1錠),下袋
4987341112745,28,ヤーズフレックス配合錠(PTP1錠),下
4987117850161,128,ユーエフティ配合カプセルＴ１００　１００ｍｇ（テガフール相当量）(PTP1Ｃ),抗癌剤３
4987770526007,300,ユーパスタコーワ軟膏(ﾁｭｰﾌﾞ100ｇ),""
4987123079686,60,ユーロジン１ｍｇ錠(PTP1錠),下向３０
4987114061003,29,ユナシン錠３７５ｍｇ(PTP1錠),下
4987123149907,91,ユニシア配合錠ＨＤ(PTP1錠),茶劇
4987080302216,50,ユビデカレノン錠１０ｍｇ「サワイ」(PTP1錠),下
4987028225508,515,ユベラＮカプセル１００ｍｇ(PTP1Ｃ),茶
4987028225560,152,ユベラＮソフトカプセル２００ｍｇ(PTP1Ｃ),茶
4987028209409,594,ユベラ錠５０ｍｇ(PTP1錠),茶
4987028209812,78,ユベラ軟膏(ﾁｭｰﾌﾞ56ｇ),冷蔵庫
4987051839321,198,ユリーフＯＤ錠４ｍｇ(PTP1錠),茶劇
4987142461011,190,ユリノーム錠２５ｍｇ(PTP1錠),茶劇
4987142461110,134,ユリノーム錠５０ｍｇ(PTP1錠),茶劇
4987196235217,62,ヨーデルＳ糖衣錠－８０　８０ｍｇ(PTP1錠),下
4987301326649,126,ヨクイニンエキス錠「コタロー」(ﾋｰﾄ1錠),場所不明､教えて
4987616003211,10,ライゾデグ配合注　フレックスタッチ　３００単位(ｷｯﾄ1ｷｯﾄ),冷蔵庫下
4987294235317,100,ラキソベロン内用液０．７５％(本10mL),茶
4987294235416,200,ラキソベロン錠２．５ｍｇ(PTP1錠),茶
4987316136349,818.6,ラクツロース経口ゼリー分包１６．０５ｇ「サトウ」　４０．４９６％(個16.05ｇ),ク漢方棚
4987086220569,368,ラグノスＮＦ経口ゼリー分包１２ｇ　５４．１６７％(分包1包),ク漢方棚
4987084180155,20,ラクリミン点眼液０．０５％　５ｍＬ(瓶1瓶),茶点眼
,-80,ラゲブリオカプセル２００ｍｇ(ﾊﾞﾗ1Ｃ),""
4987376556118,99,ラシックス錠２０ｍｇ(PTP1錠),茶､PTPバラ
4987376556217,129,ラシックス錠４０ｍｇ(PTP1錠),茶､PTPバラ
4987060008664,56,ラスビック錠７５ｍｇ(PTP1錠),下
4987123160285,2.5,ラタチモ配合点眼液「センジュ」(本2.5mL),冷蔵庫
4987243319105,27.5,ラタノプロスト点眼液０．００５％「ＮＰ」(本2.5mL),茶点眼
4987770515803,659,ラックビー錠(PTP1錠),茶
4987770532008,850,ラックビー微粒Ｎ　１％(分包1ｇ),分包棚､5-3
4987020004644,0,ラノコナゾール軟膏１％「イワキ」(ﾁｭｰﾌﾞ10ｇ),外用下
4987476135718,1026,ラベプラゾールＮａ錠１０ｍｇ「ＹＤ」(PTP1錠),茶
4987128051908,85,ラボナ錠５０ｍｇ(PTP1錠),向2-14､記帳
4987047211407,100,ラミシールクリーム１％(ﾁｭｰﾌﾞ10ｇ),外用茶
4987123002523,44,ラメルテオン錠８ｍｇ「武田テバ」(PTP1錠),下
4987155436013,156,ラモトリギン錠２５ｍｇ「トーワ」(PTP1錠),下劇
4987376040501,135,ラモトリギン錠１００ｍｇ「日医工」(PTP1錠),下劇
4987080406112,110,ラロキシフェン塩酸塩錠６０ｍｇ「サワイ」(PTP1錠),下
4987123415880,663,ランソプラゾールＯＤ錠１５ｍｇ「武田テバ」(PTP1錠),茶､PTP
4987123415910,97,ランソプラゾールＯＤ錠３０ｍｇ「武田テバ」(PTP1錠),下
4987123415903,752,ランソプラゾールＯＤ錠１５ｍｇ「武田テバ」(ﾊﾞﾗ1錠),カセット､ﾊﾞﾗ
4987199323201,4,ランタスＸＲ注ソロスター　４５０単位(ｷｯﾄ1ｷｯﾄ),冷蔵庫､下
4987199101854,0,ランタス注ソロスター　３００単位(ｷｯﾄ1ｷｯﾄ),冷蔵庫上
4987224144306,168,リアルダ錠１２００ｍｇ　１２００ｍｇ(PTP1錠),冷蔵庫
4987128009572,221,リーゼ錠５ｍｇ(PTP1錠),茶向３０
4987123410854,227,リーダイ配合錠(PTP1錠),下
4987699057200,6,リーバクト配合顆粒　４．１５ｇ(分包1包),ク漢方棚
4987306065222,242,リーマス錠１００　１００ｍｇ(PTP1錠),下劇
4987306065253,94,リーマス錠２００　２００ｍｇ(PTP1錠),下劇
4987114537409,90,リウマトレックスカプセル２ｍｇ(患者用PK1Ｃ),茶劇
4987158325406,50,リオナ錠２５０ｍｇ(PTP1錠),下､PTPバラ
4987123150002,40,リオベル配合錠ＨＤ(PTP1錠),下
4987123150040,100,リオベル配合錠ＬＤ(PTP1錠),下
4987047211445,276,リオレサール錠５ｍｇ(PTP1錠),茶劇
4987081106998,183,リクシアナＯＤ錠１５ｍｇ(PTP1錠),茶
4987081107032,297,リクシアナＯＤ錠３０ｍｇ(PTP1錠),茶
4987081107070,231,リクシアナＯＤ錠６０ｍｇ(PTP1錠),茶
4987058864029,25,リザトリプタンＯＤ錠１０ｍｇ「アメル」(ﾌﾞﾘｽﾀｰ1錠),下劇
4987051907037,292.8,リザベンドライシロップ５％(ﾊﾞﾗ1ｇ),散剤引出し
4987672865785,94.5,リスパダールＯＤ錠０．５ｍｇ(PTP1錠),茶劇
4987080497110,178,リスペリドンＯＤ錠１ｍｇ「サワイ」(PTP1錠),下劇
4987128106646,24,リスペリドン内用液１ｍｇ／ｍＬ「ヨシトミ」　０．１％(分包0.5mL),分包棚３､0.5ml/包
4987128180448,10,リスペリドン内用液１ｍｇ／ｍＬ「ヨシトミ」　０．１％(分包1mL),分包棚３､1ml/包
4987058690031,48,リスミー錠１ｍｇ(PTP1錠),下
4987058691038,79,リスミー錠２ｍｇ(PTP1錠),下､PTPバラ
4987116169011,206,リズミック錠１０ｍｇ(PTP1錠),茶
4987909104113,209,リスモダンＲ錠１５０ｍｇ(PTP1錠),下劇
4987909105516,32,リスモダンカプセル５０ｍｇ(PTP1Ｃ),茶劇
4987080260011,22,リセドロン酸Ｎａ錠１７．５ｍｇ「サワイ」(PTP1錠),下劇や隣
4987376042406,5,リセドロン酸Ｎａ錠７５ｍｇ「日医工」(患者用PK1錠),下劇
4987888140249,12,リパクレオンカプセル１５０ｍｇ(PTP1Ｃ),不動在庫う
4987888140263,117,リパクレオン顆粒３００ｍｇ分包(分包4包),分包棚４
4987058885819,23,リバスチグミンテープ９ｍｇ「アメル」(枚1枚),外用下劇
4987155151183,9,リバスチグミンテープ１３．５ｍｇ「トーワ」(枚1枚),外用下劇
4987155151206,85,リバスチグミンテープ１８ｍｇ「トーワ」(枚1枚),外用下劇
4987770509307,132,リバロＯＤ錠２ｍｇ(PTP1錠),下
4987770513007,213,リバロ錠１ｍｇ(PTP1錠),茶
4987123154017,10,リピディル錠８０ｍｇ(PTP1錠),下
4987901017305,191,リピトール錠５ｍｇ(PTP1錠),茶
4987901017701,176,リピトール錠１０ｍｇ(PTP1錠),茶
4987614235041,240,リファンピシンカプセル１５０ｍｇ「サンド」(PTP1Ｃ),下
4987123159722,12,リフキシマ錠２００ｍｇ(PTP1錠),下
4987222682879,144,リフレックス錠１５ｍｇ(PTP1錠),下劇
4987616003945,120,リベルサス錠３ｍｇ(PTP1錠),茶劇
4987616003969,91,リベルサス錠７ｍｇ(PTP1錠),茶劇
4987616003983,71,リベルサス錠１４ｍｇ(PTP1錠),下劇
4987925117845,243,リボトリール錠０．５ｍｇ(SP1錠),茶向９０
4987925117883,196,リボトリール錠１ｍｇ(SP1錠),茶向９０
4987925117814,104.1,リボトリール細粒０．１％(ﾊﾞﾗ1ｇ),散剤引出し向
4987954801906,267,リポバス錠５　５ｍｇ(PTP1錠),下､PTPバラ
4987896000108,38,リマチル錠１００ｍｇ(PTP1錠),茶劇
4987080303978,471,リマプロストアルファデクス錠５μｇ「サワイ」(PTP1錠),茶､PTP
4987080303947,512,リマプロストアルファデクス錠５μｇ「サワイ」(ﾊﾞﾗ1錠),カセット､PTP
4987901011600,473,リリカＯＤ錠２５ｍｇ(PTP1錠),茶､PTP
4987901011808,420,リリカＯＤ錠２５ｍｇ(ﾊﾞﾗ1錠),カセット､バラ
4987901011907,251,リリカＯＤ錠７５ｍｇ(PTP1錠),茶
4987813739043,0,リルゾール錠５０ｍｇ「タナベ」(PTP1錠),下
4987233104247,264,リンゼス錠０．２５ｍｇ(PTP1錠),茶
4987087032369,36,リンデロン錠０．５ｍｇ(PTP1錠),下
4987087033526,55,リンデロン点眼・点耳・点鼻液０．１％(本5mL),茶点眼
4987087003871,30,リンデロン－ＶＧクリーム０．１２％(ﾁｭｰﾌﾞ5ｇ),外用下
4987087003826,75,リンデロン－ＶＧ軟膏０．１２％(ﾁｭｰﾌﾞ5ｇ),外用茶
4987087029000,130,リンデロン－ＶＧローション(本10mL),外用茶
4987087003703,45,リンデロン－Ｖクリーム０．１２％(ﾁｭｰﾌﾞ5ｇ),外用下
4987087003604,20,リンデロン－Ｖ軟膏０．１２％(ﾁｭｰﾌﾞ5ｇ),外用茶
4987087028997,70,リンデロン－Ｖローション　０．１２％(本10mL),外用下
4987087003598,300,リンデロン－Ｖ軟膏０．１２％(ﾊﾞﾗ1ｇ),軟膏棚
4987306067585,5,リンラキサー錠１２５ｍｇ(PTP1錠),下
4987047105317,7,ルコナック爪外用液５％(本3.5ｇ),外用下
4987306013858,210,ルセフィ錠２．５ｍｇ(PTP1錠),茶
4987028201366,218,ルネスタ錠１ｍｇ(PTP1錠),茶､PTPバラ
4987028201397,133,ルネスタ錠２ｍｇ(PTP1錠),下
4987128086955,144,ルパフィン錠１０ｍｇ(PTP1錠),下
4987473600103,157,ルプラック錠４ｍｇ(PTP1錠),茶､PTPバラ
4987857150170,0,ルボックス錠２５　２５ｍｇ(PTP1錠),PTP/ﾊﾞﾗ
4987123151177,20,ルミガン点眼液０．０３％(本2.5mL),茶点眼
4987047105119,90,ルリコン液１％(本10mL),外用下
4987047105010,150,ルリコンクリーム１％(ﾁｭｰﾌﾞ10ｇ),外用下
4987081108688,30,レイボー錠１００ｍｇ(PTP1錠),下劇
4987614438008,100,レキソタン錠１　１ｍｇ(PTP1錠),下向3-90
4987614438107,122,レキソタン錠２　２ｍｇ(PTP1錠),返品予定箱
4987173018345,112,レグテクト錠３３３ｍｇ(PTP1錠),下
4987233101130,35,レグナイト錠３００ｍｇ(PTP1錠),下
4987081102402,171,レザルタス配合錠ＨＤ(PTP1錠),茶
4987103010982,18,新レシカルボン坐剤(組6個),冷蔵庫
4987497305923,10,レスキュラ点眼液０．１２％(本5mL),下点眼
4987770547804,100,強力レスタミンコーチゾンコーワ軟膏(ﾁｭｰﾌﾞ10ｇ),外用下き
4987770556707,580,レスタミンコーワクリーム１％(ﾊﾞﾗ1ｇ),軟膏棚
4987925113588,96,レスプレン錠２０ｍｇ(PTP1錠),不動在庫
4987925113625,135,レスプレン錠３０ｍｇ(PTP1錠),不動在庫
4987614421017,155,レトロゾール錠２．５ｍｇ「サンド」(PTP1錠),抗癌剤３
4987136115692,300,レナジェル錠２５０ｍｇ(PTP1錠),不動在庫
4987279161914,56,レナデックス錠４ｍｇ(PTP1錠),抗癌剤３
4987954122001,0,レニベース錠２．５　２．５ｍｇ(PTP1錠),茶
4987954122100,251,レニベース錠５　５ｍｇ(PTP1錠),茶､PTPバラ
4987080152118,316,レパグリニド錠０．２５ｍｇ「サワイ」(PTP1錠),茶劇
4987080154112,321,レパグリニド錠０．５ｍｇ「サワイ」(PTP1錠),茶劇
4987080552413,122,レベチラセタム錠２５０ｍｇ「サワイ」(PTP1錠),下
4987080553410,341,レベチラセタム錠５００ｍｇ「サワイ」(PTP1錠),下
4987243319600,50,レボカバスチン塩酸塩点眼液０．０２５％「わかもと」(本5mL),新規薬
4987123000178,369,レボセチリジン塩酸塩錠５ｍｇ「武田テバ」(PTP1錠),茶
4987476180107,48,レボセチリジン塩酸塩錠２．５ｍｇ「ＹＤ」(PTP1錠),下
4987081183524,32,レボフロキサシン錠２５０ｍｇ「ＤＳＥＰ」　レボフロキサシンとして(PTP1錠),下
4987447125014,50,レボフロキサシン点眼液０．５％「日新」(本5mL),下点眼
4987243318702,65,レボフロキサシン点眼液１．５％「わかもと」(本5mL),茶点眼
4987224151632,115,レボフロキサシン粒状錠５００ｍｇモチダ（レボフロキサシンとして）(分包1包),茶
4987672111257,0,レミニールＯＤ錠８ｍｇ(PTP1錠),下劇
4987246767019,1,レルベア１００エリプタ１４吸入用(ｷｯﾄ1ｷｯﾄ),""
4987246767033,5,レルベア１００エリプタ３０吸入用(ｷｯﾄ1ｷｯﾄ),下吸入
4987246767040,6,レルベア２００エリプタ３０吸入用(ｷｯﾄ1ｷｯﾄ),""
4987123161114,74,レルミナ錠４０ｍｇ(PTP1錠),不動在庫
4987413580618,244,レンドルミンＤ錠０．２５ｍｇ(PTP1錠),茶向３０
4987919100112,296,ローガン錠１０ｍｇ(PTP1錠),茶
4987047210158,167,ローコール錠２０ｍｇ(PTP1錠),下
4987047210202,208,ローコール錠３０ｍｇ(PTP1錠),茶
4987136100964,37,ロカルトロールカプセル０．２５　０．２５μｇ(PTP1Ｃ),新規薬
4987081105519,750,ロキソニンゲル１％(ﾁｭｰﾌﾞ25ｇ),抗癌剤隣､25g
4987081105403,245,ロキソニン錠６０ｍｇ(PTP1錠),茶
4987081100293,273,ロキソニンテープ５０ｍｇ　７ｃｍ×１０ｃｍ(枚7枚),湿布棚
4987081100316,812,ロキソニンテープ１００ｍｇ　１０ｃｍ×１４ｃｍ(枚7枚),湿布棚
4987081474004,196,ロキソニンパップ１００ｍｇ　１０ｃｍ×１４ｃｍ(枚7枚),湿布棚
4987235012519,182,ロキソプロフェンＮａテープ５０ｍｇ「ユートク」　７ｃｍ×１０ｃｍ(枚7枚),湿布棚
4987235012564,693,ロキソプロフェンＮａテープ１００ｍｇ「ユートク」　１０×１４ｃｍ(枚7枚),湿布棚
4987376377713,490,ロキソプロフェンナトリウム錠６０ｍｇ「日医工」(PTP1錠),茶
4987376915304,0,ロキソプロフェン錠６０ｍｇ「ＥＭＥＣ」(PTP1錠),新規薬
4987792217648,196,ロキソプロフェンＮａパップ１００ｍｇ「ＪＧ」　１０ｃｍ×１４ｃｍ(枚7枚),湿布棚
4987650694109,41,ロケルマ懸濁用散分包５ｇ(分包1包),散剤引出し２
4987306014503,420,ロコアテープ　１０ｃｍ×１４ｃｍ(枚7枚),湿布棚
4987158134008,80,ロコイドクリーム０．１％(ﾁｭｰﾌﾞ5ｇ),外用茶
4987158151005,85,ロコイド軟膏０．１％(ﾁｭｰﾌﾞ5ｇ),外用茶
4987224162003,117,ロコルナール錠１００ｍｇ(PTP1錠),茶
4987190032300,93,ロサルタンカリウム錠２５ｍｇ「ＮＰ」(PTP1錠),下
4987614408704,120,ロサルタンカリウム錠５０ｍｇ「サンド」(PTP1錠),茶
4987124154412,138,ロサルヒド配合錠ＨＤ「ＴＣＫ」(PTP1錠),下
4987080004417,206,ロサルヒド配合錠ＬＤ「サワイ」(PTP1錠),茶
4987954810465,39,ロスーゼット配合錠ＨＤ(PTP1錠),下
4987954810458,100,ロスーゼット配合錠ＬＤ(PTP1錠),下
4987080359111,940.5,ロスバスタチン錠２．５ｍｇ「サワイ」(PTP1錠),茶
4987080363118,348,ロスバスタチン錠５ｍｇ「サワイ」(PTP1錠),茶
